"ID","Structure of SMILES [idcode]","SMILES","DB","Total Molweight","cLogP","H-Acceptors","H-Donors","Polar Surface Area","Rotatable Bonds"
"LANaPDB1136","fakaP@D@UjqTfYfUYW^YdcQ}ejfBfBhZj@@@","COc1cccc2c3c(c(=O)n(COC(C)=O)c12)C=CC(C)(C)O3","LANaPDB","329.351","2.0279","6","0","65.07","4"
"LANaPDB1137","flua`@D@eiIefUewjBTzpVi`fBbj@@@","COc1cccc2c3c(c(=O)[nH]c12)C=CC(C)(C)O3","LANaPDB","257.288","1.686","4","1","47.56","1"
"LANaPDB1138","fnsAp@@FmyIZyHhhheDidgElpTgQsPTPEDDUPHPfH@","COc1c(O)cc([C@H]2Oc3cc(O)cc(O)c3C[C@@H]2O)cc1O","LANaPDB","320.296","1.4387","7","5","119.61","2"
"LANaPDB1139","fhiA`@@HMdTRTrbRJeFRtuHAEMP@@","CC(C)=CCc1c(O)ccc2ccc(=O)oc12","LANaPDB","230.262","3.1742","3","1","46.53","2"
"LANaPDB1140","fde@P@@HM{HhdieDdUIQdmFluHAEUTTKH@","CC(C)(O)[C@@H]1Cc2c(ccc3ccc(=O)oc23)O1","LANaPDB","246.261","1.8611","4","1","55.76","1"
"LANaPDB1141","fe@p@@TTEltie]y[We[\TxHuoAkt\zB@jjj@HjJHdiiVWh@","c1cc2c(cc1[C@H]1OC[C@@H]3[C@H](c4ccc5c(c4)OCO5)OC[C@H]13)OCO2","LANaPDB","354.357","3.2246","6","0","55.38","2"
"LANaPDB1142","e`\PM@@@BICGBamkgolbbbbTRbfbJbRTrJsDebUTwQsTaTQPEPUQUD@@@","O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","LANaPDB","448.379","-0.0011999","11","7","186.37","4"
"LANaPDB1143","ecPp@`@@BICGONkgo`X\VU]\bbbbTRbfbJRRbbJRVlRbfSDebSQprwHkTaTQPEAUQUUUUUAS@brbrQULyP@","C[C@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)OC(CO)[C@@H](O)C2O)C(O)[C@@H](O)C1O","LANaPDB","624.546","-0.3369","16","9","254.52","7"
"LANaPDB1144","ee]PD@@@I\bbRbbjTVRbrRbrTVTTTb]CEHmSUTsSMLtsSMUUUaAFHJiEHr|hhjZikZ^`","CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C","LANaPDB","568.883","11.998","2","2","40.46","10"
"LANaPDB1145","dmtB@@PUrJZIJGiZ@H`@@","O=C(O)c1ccc(O)c(O)c1","LANaPDB","154.121","0.4533","4","3","77.76","1"
"LANaPDB1146","eh\TB@@DC@MFclbbTTRTRJfbRRrfbQT\jF~AZ`hFbB`h`X@A@a^H@","CC(=O)OC[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1","LANaPDB","444.529","3.7487","6","2","84.5","11"
"LANaPDB1147","fnsA`@@HkdTtRdRQdrJbWEFmUkSUUUUSSTRdxmJt@@","C[C@@H]1CC[C@@]2(C)C(C(=O)O)=CCC[C@@H]2[C@@]1(C)CCc1ccoc1","LANaPDB","316.439","4.1025","3","1","50.44","4"
"LANaPDB1148","fakA`@@HkdTtRdRQdrJbbxhuj}ZZjjjjfZheIqZUh@","C=C1OCC=C1CC[C@@]1(C)[C@H](C)CC[C@@]2(C)C(C(=O)O)=CCC[C@H]12","LANaPDB","330.466","4.1938","3","1","46.53","4"
"LANaPDB1149","fk@P@@Hv_HheEEiEMEmIUhcCV\FNVjjjjjZjZZjaErJWie@@","C=C1C[C@@]23CC[C@H](C(=C)C)[C@@](C)(CCC(=O)O)[C@@H]2CCC1[C@@H]3OC(=O)C(C)CC","LANaPDB","402.573","5.6696","4","1","63.6","8"
"LANaPDB1150","fk@P@@Hv_HheEEiEMEmIUhcCV\FNVijjjjZjZZjaErJWiePH`","C=C1C[C@@]23CC[C@H](C(=C)C)[C@@](C)(CCC(=O)O)[C@@H]2CCC1[C@@H]3OC(=O)/C(C)=C\C","LANaPDB","400.557","5.8055","4","1","63.6","7"
"LANaPDB1151","eg`PB@@@DMclbbTTVdTtVteVbLqec`TVSTuUUUMUMMUT\PQJKrYJ@a@","C=C1C[C@@]23CC[C@H](C(=C)C)[C@@](C)(CCC(=O)OC)[C@@H]2CC[C@@H]1C3OC(=O)/C(C)=C\C","LANaPDB","414.584","6.2334","4","0","52.6","8"
"LANaPDB1152","ek`PA@@@D@jfiemlbbTTTRfaRbLTlVhDt\BbJFZjjijfijZjkcBDJaRIqYHZ@@","COC(=O)[C@@H]1[C@H](O)CC[C@H]2[C@@]1(C(=O)O)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@@]12C","LANaPDB","406.429","0.787","8","2","123.27","4"
"LANaPDB1153","foAA@@@ILksLuFJttmUUU@@@","CC(C)C1CCC(C)C12C=CC(=O)C=C2","LANaPDB","204.312","2.9957","1","0","17.07","1"
"LANaPDB1154","dcLJ@@PUuInUgzVfjjlZ\iP@","O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1","LANaPDB","174.151","-1.6158","5","4","97.99","1"
"LANaPDB1155","eghPA@@@CG@baecldTRbRRRbtRRUbRQEDafggTuUAPUDEPQUTADBHUDdP@","COc1cc([C@H]2OC[C@@H]3[C@@H](c4cc(OC)c(O)c(OC)c4)OC[C@H]23)cc(OC)c1O","LANaPDB","418.44","2.0304","8","2","95.84","6"
"LANaPDB1156","eolPF@@@JE@fidie]y[We[U^phxDLl|BjzhHBjjh@bjZb`bRZJq^H@","COc1ccc([C@H]2OC[C@@H]3[C@@H](c4ccc5c(c4)OCO5)OC[C@H]23)cc1OCC=C(C)C","LANaPDB","424.491","4.6425","6","0","55.38","6"
"LANaPDB1157","fmo@p@@HRWl|bbTrRbbRRffRUISvXu[ujjh@@HbjhIFIQ@@","COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc3c(c2)OCO3)cc1OC","LANaPDB","370.4","3.3736","6","0","63.22","6"
"LANaPDB1158","flu`P@L@UhNRJIKQJIIRdirUhtB@TEQP@@@","COc1ccc2c(OC)c3ccoc3nc2c1OC","LANaPDB","259.26","2.5001","5","0","53.72","3"
"LANaPDB1159","eolPH@@@LbbdRebTLRdJttTLxDLlbRZzfNjjjjjjjjjfjjRADPQJJr^Ri]PY@@","C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)C(CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12","LANaPDB","426.726","7.6469","1","1","20.23","1"
"LANaPDB1160","eghPH@@@LbbRfTRrTtRLVTTUGDfcgdVUUMUUUUUUUUPdBxTbtUd|TRFP@","CC[C@H](CCC(C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C","LANaPDB","414.715","7.8552","1","1","20.23","6"
"LANaPDB1161","gGQ@@dsuUIP@","CCCC(C)O","LANaPDB","88.1493","1.3186","1","1","20.23","2"
"LANaPDB1162","gGQ@@djmT@@","CCCCC=O","LANaPDB","86.1334","1.2014","1","0","17.07","3"
"LANaPDB1163","daxH@@RYuZj`@","CCCCCC(C)=O","LANaPDB","114.187","2.1962","1","0","17.07","4"
"LANaPDB1164","daxH@@RYujjhb`@","CCCCCC(C)O","LANaPDB","116.203","2.2274","1","1","20.23","4"
"LANaPDB1165","daxH@@RUUZj`@","CCCCCCC=O","LANaPDB","114.187","2.1102","1","0","17.07","5"
"LANaPDB1166","ded@@Dj{VZiZaJ@@","C=CC(C=C(C)C)C(=C)C","LANaPDB","136.237","4.0571","0","0","0","3"
"LANaPDB1167","deL@@DjffijEijjjj@@","CC1(C)C2CC3C(C2)C31C","LANaPDB","136.237","2.4491","0","0","0","0"
"LANaPDB1168","det@@LdbTNaUSMUUT@@","CC1=CCC2(C(C)C)CC12","LANaPDB","136.237","2.7824","0","0","0","1"
"LANaPDB1169","det@@Dj^~JjZYjj`@","C=C1C=CC2(C(C)C)CC12","LANaPDB","134.221","2.5853","0","0","0","1"
"LANaPDB1170","daDH@@RVU[f@@@@","O=Cc1ccccc1","LANaPDB","106.124","1.5929","1","0","17.07","1"
"LANaPDB1171","dmLH@@RffeZVVjjfh@@","CC12C=CC(CC1)C(C)(C)O2","LANaPDB","152.236","1.8341","1","0","9.23","0"
"LANaPDB1172","deT@@DjWviifjjFH@","CC1=CCC(C(C)C)C=C1","LANaPDB","136.237","2.8834","0","0","0","1"
"LANaPDB1173","det@@DjW^ifyjjj`@","CC1=CCC2C(C1)C2(C)C","LANaPDB","136.237","2.721","0","0","0","0"
"LANaPDB1174","dmLH@@rJQQXrfkjjjj`@","CC(C)C12CCC(C)(O)C1C2","LANaPDB","154.252","2.0635","1","1","20.23","1"
"LANaPDB1175","dedH@@RYuUjjh@@","CCCCCCCC(C)=O","LANaPDB","142.241","3.105","1","0","17.07","6"
"LANaPDB1176","dedH@@RYuVjjjHh@","CCCCCCCC(C)O","LANaPDB","144.257","3.1362","1","1","20.23","6"
"LANaPDB1177","dmLH@@RYgn[fFijjkHUQd@","C=C1[C@@H](O)C[C@H]2C[C@@H]1C2(C)C","LANaPDB","152.236","1.9472","1","1","20.23","0"
"LANaPDB1178","dmLH@@RYg^ifzijjh@@","C=C1C(O)CC2(C(C)C)CC12","LANaPDB","152.236","2.0086","1","1","20.23","1"
"LANaPDB1179","dmtH@@rJQPiXYjjjX@@","C=C1CCC(C(C)(C)O)CC1","LANaPDB","154.252","2.3776","1","1","20.23","1"
"LANaPDB1180","dc\H@@RYkinGeGVjjjj@@","CC(=O)C1(C)C2CC3C(C2)C31C","LANaPDB","164.247","1.8505","1","0","17.07","1"
"LANaPDB1181","deTH@@RYWZfZZjhX`@","CC(C)C1C=CC(=O)CC1","LANaPDB","138.209","2.0102","1","0","17.07","1"
"LANaPDB1182","dmtH@@RYe~[jjjZ@@","C=C(C)C1CCC(C)C(O)C1","LANaPDB","154.252","2.6138","1","1","20.23","1"
"LANaPDB1183","dmLH@@RVVVX^Ffjjh@@","CC1(C)C2CC=C(CO)C1C2","LANaPDB","152.236","1.7943","1","1","20.23","1"
"LANaPDB1184","dmLH@@RVVVX^Efjjh@@","CC1(C)C2CC=C(C=O)C1C2","LANaPDB","150.22","1.582","1","0","17.07","1"
"LANaPDB1185","dmtH@@RYe~[jfjZRDt@","C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1","LANaPDB","152.236","2.5093","1","1","20.23","1"
"LANaPDB1186","dmtH@@RVUv[f@Bh@@","CC(C)c1ccc(C=O)cc1","LANaPDB","148.204","2.7799","1","0","17.07","2"
"LANaPDB1187","dg|D@@QIgfegeVvjjjjlITe`@","CC(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C","LANaPDB","196.289","2.5202","2","0","26.3","2"
"LANaPDB1188","dg|D@@QIgfegeVvjjjj`@","CC(=O)OC1CC2CCC1(C)C2(C)C","LANaPDB","196.289","2.5202","2","0","26.3","2"
"LANaPDB1189","dklH@@RYfYUeZjjjdQL`@","CCC1C(=O)[C@H](C(C)C)CC[C@@H]1C","LANaPDB","182.306","3.2786","1","0","17.07","2"
"LANaPDB1190","foQ@@@LdfbRtTLIPcIFZjjjjjbHQTWHI@@","C=C1CC[C@]23[C@H]1[C@H]2[C@H](C(C)C)CC[C@H]3C","LANaPDB","204.356","4.0594","0","0","0","1"
"LANaPDB1191","foQ@@@LdbbbbebhpTeNZjjjjh@@","CC1CCC2C(C3=C1CCC3C)C2(C)C","LANaPDB","204.356","4.0906","0","0","0","0"
"LANaPDB1192","foQ@@@DjVv_zgF\Uijjjjj`@@","CC1=CCC2C3C(C(C)C)CCC2(C)C13","LANaPDB","204.356","3.9811","0","0","0","1"
"LANaPDB1193","foQ@@@LdfbTLTLhrgIFZjjjjjbDQTgDI@@","C=C1CC[C@@H]2[C@H]1[C@H]1[C@H](C(C)C)CC[C@@]21C","LANaPDB","204.356","4.0594","0","0","0","1"
"LANaPDB1194","foA@@@LdbTrarTiqgFjjjZkBIQ\P@","CC(C)=CCC[C@@]1(C)[C@H]2CC=C(C)[C@@H]1C2","LANaPDB","204.356","4.8928","0","0","0","3"
"LANaPDB1195","foQ@@@LdbJTbdTUiUmNZjjjjh@@","CC(C)=CCCC1(C)C2CC3C(C2)C31C","LANaPDB","204.356","4.6209","0","0","0","3"
"LANaPDB1196","foQ@@@LdfbTbNtiqgEZZjjjjh@@","C=C1CCC2C3C(C(C)C)CCC2(C)C13","LANaPDB","204.356","4.0594","0","0","0","1"
"LANaPDB1197","foQ@@@LdfbTbNtiqgEZZjjjjhaEQ\Rh@","C=C1CC[C@H]2[C@H]3C1[C@@]2(C)CC[C@H]3C(C)C","LANaPDB","204.356","4.0594","0","0","0","1"
"LANaPDB1198","foA@@@LdbbbTlLhrQfjjjfkBDQBP@","C=C(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2","LANaPDB","204.356","4.731","0","0","0","1"
"LANaPDB1199","foA@@@LdbTrarTiqgFjjjZkBIR\P@","CC(C)=CCC[C@]1(C)[C@H]2CC=C(C)[C@@H]1C2","LANaPDB","204.356","4.8928","0","0","0","3"
"LANaPDB1200","foQ@@@LdfbTRRlyHReFZjjjjh@@","C=C1CCC2C(C3C(C)CCC13)C2(C)C","LANaPDB","204.356","3.998","0","0","0","0"
"LANaPDB1201","foA@@@DjVYfydaZZjijjlHVIR@@","CC1=CC[C@@H]2C(=C1)[C@@H](C(C)C)CC[C@H]2C","LANaPDB","204.356","4.253","0","0","0","1"
"LANaPDB1202","foA@@@DjVYfybaZZjijjlHVIR@@","C=C1C=C2[C@@H](CC1)[C@H](C)CC[C@@H]2C(C)C","LANaPDB","204.356","4.3313","0","0","0","1"
"LANaPDB1203","foQ@@@DjVwffcJ\tyjjjjj`@@","CC1=CCC2(C)CCCC(C)(C)C23CC13","LANaPDB","204.356","4.0441","0","0","0","0"
"LANaPDB1204","foA@@@LdbTTTTlYqVfjjjfh@@","C=C(C)C1C=C2C(C)CCC2C(C)CC1","LANaPDB","204.356","4.5601","0","0","0","1"
"LANaPDB1205","foA@@@DjVuWfgIZZjjfj`@@","CC1=CC2C(CC1)C(C)=CCC2C(C)C","LANaPDB","204.356","4.253","0","0","0","1"
"LANaPDB1206","foA@@@LdbbQbRbDkQfjijjiDdj@@","CC(C)=C1CC[C@H](C)C2=C(C1)[C@@H](C)CC2","LANaPDB","204.356","4.8236","0","0","0","0"
"LANaPDB1207","foA@@@DjVYfybaZZjijjdXeD@","C=C1C=C2C(CC1)[C@@H](C)CC[C@@H]2C(C)C","LANaPDB","204.356","4.3313","0","0","0","1"
"LANaPDB1208","foA@@@LdbbtRQtyHRfjjjfkAEqJP@","C=C(C)[C@@H]1CCC(C)=C2CC[C@H](C)[C@@H]2C1","LANaPDB","204.356","4.731","0","0","0","1"
"LANaPDB1209","foA@@@LdbbbVQTyHRfjjfjiBEr@@","CC1=C[C@H]2C(=C(C)CC[C@H]2C(C)C)CC1","LANaPDB","204.356","4.4239","0","0","0","1"
"LANaPDB1210","fhi@@@LdfdRdQQTyKQfjjjZjlHaIJ@@","C=C1CC[C@@H](C(C)C)[C@]2(C)C=C(C)CC[C@@]12C","LANaPDB","232.409","4.9943","0","0","0","1"
"LANaPDB1211","foA@@@DjYYYYdaJBHhjhdXeD@","Cc1ccc2c(c1)[C@@H](C(C)C)CC[C@@H]2C","LANaPDB","202.34","5.191","0","0","0","1"
"LANaPDB1212","foA@@@DjYYegfaFZijjjh\P@","CC1=CC2=C(C(C)C)CC[C@H](C)C2CC1","LANaPDB","204.356","4.4239","0","0","0","1"
"LANaPDB1213","foA@@@LdbTTVaTiKffjjjjYFHq@@","CC1=CC2C(=CC1)[C@H](C)CC[C@H]2C(C)C","LANaPDB","204.356","4.253","0","0","0","1"
"LANaPDB1214","f`iA@@@YEHhlmECJLiqUjjjjjjfPRIQLPeI@@","CC(C)[C@@H]1CC[C@H](C)[C@@]23CC[C@](C)(O)[C@@H]2[C@@H]13","LANaPDB","222.37","3.2622","1","1","20.23","1"
"LANaPDB1215","f`yA@@@ISKwLsACNBU[uUUUUUT@@","CC1CCC2C(C)(C)C3C4OC4(C)CCC123","LANaPDB","220.355","2.9653","1","0","12.53","0"
"LANaPDB1216","f`aA@@@YEHhTihhQJjjjfilHgHj@@","C=C[C@]1(C)CC[C@@H](C(C)(C)O)C[C@H]1C(=C)C","LANaPDB","222.37","4.1488","1","1","20.23","3"
"LANaPDB1217","do|@@LdbbQRbbMvjijZ`SkX","CC(C)=C1C/C=C(\C)CC/C=C(\C)CC1","LANaPDB","204.356","6.6674","0","0","0","0"
"LANaPDB1218","foA@@@LdbbbReTyhTbBXJjbEJ@@","C=C1CCC(C(C)C)c2cc(C)ccc21","LANaPDB","200.324","4.5047","0","0","0","1"
"LANaPDB1219","f`iA@@@YEHhheeKNRUXujjjjjj`@@","CC1CCC2(O)C(C)CCC3C(C12)C3(C)C","LANaPDB","222.37","3.2008","1","1","20.23","0"
"LANaPDB1220","f`iA@@@YEHhmDdkAJekUjjjjjjfPbIRBdii@@","C[C@@H]1CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C","LANaPDB","222.37","3.2008","1","1","20.23","0"
"LANaPDB1221","f`qA@@@YEHhThdhiZMZjjfjjlHbej@@","C[C@H]1CC[C@@H](C(C)(C)O)CC2=C1CC[C@@H]2C","LANaPDB","222.37","3.6689","1","1","20.23","1"
"LANaPDB1222","f`qA@@@ISKjluAFkUUSSUTbDQD\eP","C/C1=C\CC(C)(C)/C=C/C[C@@]2(C)O[C@@H]2CC1","LANaPDB","220.355","4.8079","1","0","12.53","0"
"LANaPDB1223","f`qA@@@YEHhhdiUNFdjjjijj`@@","CC1=CC2C(C(C)C)CCC(C)C2(O)CC1","LANaPDB","222.37","3.5341","1","1","20.23","1"
"LANaPDB1224","f`qA@@@YEHhhdiXiZMZjjijjdPVd@","CC1=CC2C(CC1)[C@@H](C)CC[C@]2(O)C(C)C","LANaPDB","222.37","3.5341","1","1","20.23","1"
"LANaPDB1225","f`qA@@@ILsjsmKQkUMUMUTbRt`@","C=C1CC[C@@H]2[C@H](CC2(C)C)C(=C)CCC1O","LANaPDB","220.355","4.531","1","1","20.23","0"
"LANaPDB1226","f`qA@@@YDiEBeEeBLlzjjijZ`Pl`","C=C1CC/C=C(/C)CCC2C1CC2(C)CO","LANaPDB","220.355","4.5594","1","1","20.23","1"
"LANaPDB1227","f`qA@@@YEHhThdhiZMZjjjji`@@","CC1=C2CCC(C)C2CC(C(C)(C)O)CC1","LANaPDB","222.37","3.6689","1","1","20.23","1"
"LANaPDB1228","f`qA@@@YEEDhhmcFRTZjijjibPbEQJP@","C=C1CC[C@H](C(C)C)[C@H]2C=C(C)C[C@@H](O)[C@H]12","LANaPDB","220.355","3.4792","1","1","20.23","1"
"LANaPDB1229","foAA@@@ILk[LuFJttuUUUXYNPT@@","CC(C)[C@H]1CC[C@@H](C)[C@@H]2CCC(=O)C=C21","LANaPDB","206.328","3.3798","1","0","17.07","1"
"LANaPDB1230","f`iA@@@YEDhhihcJLYrsffjjjjbXcIrZ`@","C[C@@H]1CCCC2=CC(=O)[C@@H]3[C@@H](C3(C)C)[C@]21C","LANaPDB","218.339","3.2735","1","0","17.07","0"
"LANaPDB1231","gOq@@eL~mLt@@","CCc1ccco1","LANaPDB","96.1285","1.6078","1","0","13.14","1"
"LANaPDB1232","gOp@DjWkZj`@","CC1=CCCCC1","LANaPDB","96.1723","2.2168","0","0","0","0"
"LANaPDB1233","gNq@@djkLpRc@","C/C=C/C=C/C=O","LANaPDB","96.1285","1.1514","1","0","17.07","2"
"LANaPDB1234","foA@@@DjyYwY`iJZjjZjlHQDI@@","C=C1CC[C@H](C(C)C)[C@H]2C=C(C)CC[C@H]12","LANaPDB","204.356","4.3313","0","0","0","1"
"LANaPDB1235","dmLH@@rJQQXrfkjjjjdaU@@","CC(C)[C@]12CC[C@](C)(O)C1C2","LANaPDB","154.252","2.0635","1","1","20.23","1"
"LANaPDB1236","dmLH@@RYikKnVjjjkHbKh@","CC1(C)[C@@H](O)[C@@]2(C)CC[C@@H]1C2","LANaPDB","154.252","2.0356","1","1","20.23","0"
"LANaPDB1237","dmLH@@RYg^ifzijjkHeIh@","C=C1[C@H]2C[C@@]2(C(C)C)C[C@H]1O","LANaPDB","152.236","2.0086","1","1","20.23","1"
"LANaPDB1238","dmLH@@rJJIPqnXVjjjlQEFP@","C[C@@H]1C(=O)C[C@H]2C[C@@H]1C2(C)C","LANaPDB","152.236","2.1171","1","0","17.07","0"
"LANaPDB1239","dmLH@@RfUVJnfjfjkHQRh@","CC1=C[C@H]2OC[C@H](C)[C@H]2CC1","LANaPDB","152.236","1.9649","1","0","9.23","0"
"LANaPDB1240","dmtH@@rJQPiXYjjijD`@","CC1=CC[C@H](C(C)(C)O)CC1","LANaPDB","154.252","2.2993","1","1","20.23","1"
"LANaPDB1241","foQ@@@DjVv_zgF\UijjjjjjHeHq\Rh@","CC1=CC[C@H]2[C@@H]3[C@H](C(C)C)CC[C@@]2(C)[C@H]13","LANaPDB","204.356","3.9811","0","0","0","1"
"LANaPDB1242","foA@@@LdfbTrbUipufjjjfiBDQPL`","C=C1CC/C=C(/C)CC[C@@H]2[C@@H]1CC2(C)C","LANaPDB","204.356","5.4861","0","0","0","0"
"LANaPDB1243","foQ@@@LdfbTbNtiqgEZZjjjjkAER\`@","C=C1CC[C@@H]2[C@H]3C(C(C)C)CC[C@]2(C)C13","LANaPDB","204.356","4.0594","0","0","0","1"
"LANaPDB1244","do|@@LdbbQfbazVjjfidZS@@","C=C[C@]1(C)CCC(=C(C)C)C[C@H]1C(=C)C","LANaPDB","204.356","5.3035","0","0","0","2"
"LANaPDB1245","foA@@@DjYYeYfaRZijjjdXaD@","CC1=CC2=C(CC1)[C@@H](C)CC[C@@H]2C(C)C","LANaPDB","204.356","4.4239","0","0","0","1"
"LANaPDB1246","foA@@@LdbbbVQTyHRfjjfjh@@","CC1=CC2C(=C(C)CCC2C(C)C)CC1","LANaPDB","204.356","4.4239","0","0","0","1"
"LANaPDB1247","foA@@@DjVuWfgIZZjjfjlHeEq@@","CC1=C[C@H]2[C@H](C(C)C)CC=C(C)[C@@H]2CC1","LANaPDB","204.356","4.253","0","0","0","1"
"LANaPDB1248","f`qA@@@YEHhhdiXiZMZjZjjjdPVd@","CC1C=C2C(CC1)[C@@H](C)CC[C@]2(O)C(C)C","LANaPDB","222.37","3.5341","1","1","20.23","1"
"LANaPDB1249","f`qA@@@ILtrrvITcUUTuUTRDPlJd@@","CC1=C[C@]2(CC1)[C@H](C)CC[C@@H](C(C)C)[C@H]2O","LANaPDB","222.37","3.5676","1","1","20.23","1"
"LANaPDB1250","f`qA@@@YEEHeEdUAJeijjjijlHaDJ@@","C=C1CCC(=O)[C@]2(C)CC[C@@H](C(C)C)[C@@H]2C1","LANaPDB","220.355","3.7896","1","0","17.07","1"
"LANaPDB1251","f`~@@@DiUUUUjjjjj@@","CCCCCCCCCCCCCCCC","LANaPDB","226.446","7.3388","0","0","0","13"
"LANaPDB1252","f`qA@@@YEEEEEHh^JuzjjZjjbPRIaT`@","C=C1CCC[C@]2(C)CC[C@@H](C(C)C)[C@H](O)[C@@H]12","LANaPDB","222.37","3.6459","1","1","20.23","1"
"LANaPDB1253","f`aA@@@IMK{NlseTuUMTBFd","CC(C)/C=C\CC(C)C1C=CC(C)(O)CC1","LANaPDB","222.37","3.9482","1","1","20.23","4"
"LANaPDB1254","f`qA@@@YEHhTihhaJmzjjfjjdHbh@","CC1=C2C[C@H](C(C)(C)O)CC[C@@]2(C)CCC1","LANaPDB","222.37","3.7311","1","1","20.23","1"
"LANaPDB1255","f`qA@@@IML|{spRcUUUUUURDQJPRL`@","CC(C)[C@H]1CC[C@@](C)(O)[C@@H]2CC[C@H](C)C[C@H]12","LANaPDB","224.386","3.6386","1","1","20.23","1"
"LANaPDB1256","f`qA@@@YEHhTihiaJmzjjjZjlHgHj@@","C=C1CCC[C@]2(C)CC[C@@H](C(C)(C)O)C[C@@H]12","LANaPDB","222.37","3.6385","1","1","20.23","1"
"LANaPDB1257","f`qA@@@YEHhTihhaJmzjjjZjlHgHj@@","CC1=CCC[C@]2(C)CC[C@@H](C(C)(C)O)C[C@@H]12","LANaPDB","222.37","3.5602","1","1","20.23","1"
"LANaPDB1258","f`qA@@@IML|{mrRmUPQAUPbDe@@","Cc1ccc2c(c1)[C@H](C(C)C)CC[C@@]2(C)O","LANaPDB","218.339","4.1786","1","1","20.23","1"
"LANaPDB1259","fly@`@@HrJKRJEJZJGUfjjjij[EHjV`@","C=C[C@]1(C)CC[C@@H](C(C)(C)OC(C)=O)C[C@H]1C(=C)C","LANaPDB","264.407","4.6334","2","0","26.3","5"
"LANaPDB1260","f`qA@@@ILr}sLsfcMMUUUUabDiH@","CC1=CC[C@]2(CC1=O)[C@@H](C)CC[C@H]2C(C)C","LANaPDB","220.355","3.7113","1","0","17.07","1"
"LANaPDB1261","f`aA@@@YEEDheBmKNZZjYj`HeZ`","CC(C)=C1C/C=C(\C)CC/C=C(\C)CC1=O","LANaPDB","218.339","5.6144","1","0","17.07","0"
"LANaPDB1262","f`qA@@@YEHhmHl]NRtZjjjijdPUD@","CC(C)=C1CC[C@]2(C)CCC[C@](C)(O)C2C1","LANaPDB","222.37","3.996","1","1","20.23","0"
"LANaPDB1263","fha@@@DiUUUUZjjjjh@@","CCCCCCCCCCCCCCCCC","LANaPDB","240.473","7.7932","0","0","0","14"
"LANaPDB1264","f`aA@@@IKNmroYuMTuTuBR`b@","C=C(CC/C=C(\C)CO)[C@@H]1CC=C(C)CC1","LANaPDB","220.355","4.6065","1","1","20.23","5"
"LANaPDB1265","fdq@@@DiUUUUVjjjjj`@@","CCCCCCCCCCCCCCCCCC","LANaPDB","254.5","8.2476","0","0","0","15"
"LANaPDB1266","diDH@@RYWVjj@@","CCCCCC(=O)CC","LANaPDB","128.214","2.6506","1","0","17.07","5"
"LANaPDB1267","diDH@@RUUZjj@@","CCCCCCCCO","LANaPDB","130.23","2.7769","1","1","20.23","6"
"LANaPDB1268","dedH@@RUUUjjh@@","CCCCCCCCC=O","LANaPDB","142.241","3.019","1","0","17.07","7"
"LANaPDB1269","dctD@@QIgeuZjZjBh@","C=CC(CCCCC)OC(C)=O","LANaPDB","170.251","2.9809","2","0","26.3","7"
"LANaPDB1270","dmLH@@RYefrfzjijh@@","CC1=CCC2C(O)C1C2(C)C","LANaPDB","152.236","1.8689","1","1","20.23","0"
"LANaPDB1271","dedH@@RUUVjjh@@","CCCCCCCCCO","LANaPDB","144.257","3.2313","1","1","20.23","7"
"LANaPDB1272","dedD@@QImUVjj`@","CCCCCCCC(=O)O","LANaPDB","144.213","2.4273","2","1","37.3","6"
"LANaPDB1273","dctD@@QIeUuZjjh@@","CCCCCCOC(=O)CCC","LANaPDB","172.267","3.2615","2","0","26.3","8"
"LANaPDB1274","dmtH@@Rfuu[j@Bd@@","C=CCc1ccc(OC)cc1","LANaPDB","148.204","2.618","1","0","9.23","3"
"LANaPDB1275","dmTH@@RUUUZjj`@","CCCCCCCCCC=O","LANaPDB","156.268","3.4734","1","0","17.07","8"
"LANaPDB1276","dg|D@@QIgfVYaeVjjfjdiL`@","CC(=O)OC1[C@H]2CC=C(C)[C@@H]1C2(C)C","LANaPDB","194.273","2.3535","2","0","26.3","2"
